nth vaddr      bind type lib          name
8   0x027b08b4 NONE FUNC oleaut32.dll SafeArrayCreate
9   0x027b08b8 NONE FUNC oleaut32.dll VariantChangeType
10  0x027b08bc NONE FUNC oleaut32.dll VariantCopyInd
11  0x027b08c0 NONE FUNC oleaut32.dll VariantCopy
12  0x027b08c4 NONE FUNC oleaut32.dll VariantClear
13  0x027b08c8 NONE FUNC oleaut32.dll VariantInit
1   0x027b08d0 NONE FUNC ole32.dll    CoCreateInstance
2   0x027b08d4 NONE FUNC ole32.dll    CoUninitialize
3   0x027b08d8 NONE FUNC ole32.dll    CoInitialize
1   0x027b08e0 NONE FUNC oleaut32.dll CreateErrorInfo
2   0x027b08e4 NONE FUNC oleaut32.dll GetErrorInfo
3   0x027b08e8 NONE FUNC oleaut32.dll SetErrorInfo
4   0x027b02a0 NONE FUNC oleaut32.dll SysFreeString
1   0x027b08f4 NONE FUNC comctl32.dll ImageList_SetIconSize
2   0x027b08f8 NONE FUNC comctl32.dll ImageList_GetIconSize
3   0x027b08fc NONE FUNC comctl32.dll ImageList_Write
4   0x027b0900 NONE FUNC comctl32.dll ImageList_Read
5   0x027b0904 NONE FUNC comctl32.dll ImageList_GetDragImage
6   0x027b0908 NONE FUNC comctl32.dll ImageList_DragShowNolock
7   0x027b090c NONE FUNC comctl32.dll ImageList_SetDragCursorImage
8   0x027b0910 NONE FUNC comctl32.dll ImageList_DragMove
9   0x027b0914 NONE FUNC comctl32.dll ImageList_DragLeave
10  0x027b0918 NONE FUNC comctl32.dll ImageList_DragEnter
11  0x027b091c NONE FUNC comctl32.dll ImageList_EndDrag
12  0x027b0920 NONE FUNC comctl32.dll ImageList_BeginDrag
13  0x027b0924 NONE FUNC comctl32.dll ImageList_Remove
14  0x027b0928 NONE FUNC comctl32.dll ImageList_DrawEx
15  0x027b092c NONE FUNC comctl32.dll ImageList_Draw
16  0x027b0930 NONE FUNC comctl32.dll ImageList_GetBkColor
17  0x027b0934 NONE FUNC comctl32.dll ImageList_SetBkColor
18  0x027b0938 NONE FUNC comctl32.dll ImageList_ReplaceIcon
19  0x027b093c NONE FUNC comctl32.dll ImageList_Add
20  0x027b0940 NONE FUNC comctl32.dll ImageList_GetImageCount
21  0x027b0944 NONE FUNC comctl32.dll ImageList_Destroy
22  0x027b0948 NONE FUNC comctl32.dll ImageList_Create
23  0x027b094c NONE FUNC comctl32.dll InitCommonControls
1   0x027b0954 NONE FUNC winspool.drv OpenPrinterA
2   0x027b0958 NONE FUNC winspool.drv EnumPrintersA
3   0x027b095c NONE FUNC winspool.drv DocumentPropertiesA
4   0x027b0960 NONE FUNC winspool.drv ClosePrinter
1   0x027b0968 NONE FUNC shell32.dll  ShellExecuteA
1   0x027b0970 NONE FUNC comdlg32.dll PrintDlgA
2   0x027b0974 NONE FUNC comdlg32.dll GetSaveFileNameA
3   0x027b0978 NONE FUNC comdlg32.dll GetOpenFileNameA
1   0x027b0980 NONE FUNC mcHID.dll    IsAvailable
2   0x027b0984 NONE FUNC mcHID.dll    SetReadNotify
3   0x027b0988 NONE FUNC mcHID.dll    GetProductName
4   0x027b098c NONE FUNC mcHID.dll    GetProductID
5   0x027b0990 NONE FUNC mcHID.dll    GetVendorID
6   0x027b0994 NONE FUNC mcHID.dll    GetHandle
7   0x027b0998 NONE FUNC mcHID.dll    Write
8   0x027b099c NONE FUNC mcHID.dll    Read
9   0x027b09a0 NONE FUNC mcHID.dll    GetItemCount
10  0x027b09a4 NONE FUNC mcHID.dll    GetItem
11  0x027b09a8 NONE FUNC mcHID.dll    Disconnect
12  0x027b09ac NONE FUNC mcHID.dll    Connect
1   0x027b0314 NONE FUNC kernel32.dll MulDiv
